"('date',_'')","('close',_'005930.ks')","('high',_'005930.ks')","('low',_'005930.ks')","('open',_'005930.ks')","('volume',_'005930.ks')"
2003-02-04,4185.828125,4242.778167517007,4157.353103741497,4171.590614370749,40850000
2003-02-05,4143.11376953125,4207.182539163176,4114.6387608059495,4114.6387608059495,21430000
2003-02-06,4029.21533203125,4157.352922095848,4007.859067020484,4135.996657085082,38460000
2003-02-07,3901.077880859375,4014.977964972057,3844.1278388030337,3986.5029439438867,48695000
2003-02-10,3837.0087890625,3886.8400720373374,3808.5337702197353,3858.365053194573,39390000
2003-02-11,3865.4833984375,3922.4334300903542,3694.6333034789363,3844.1271365676794,52050000
2003-02-12,3986.502197265625,3986.5021972656255,3787.177087402344,3787.177087402344,38100000
2003-02-13,3865.4833984375,3993.6209696564224,3865.4833984375,3972.2647077866022,38935000
2003-02-14,3886.8388671875,3886.8388671875,3787.17633213141,3844.1263521634614,31730000
2003-02-17,4135.9970703125,4157.353337456971,3986.5032003012047,4014.978223160499,43155000
2003-02-18,4171.58935546875,4178.708108635079,4071.926811140145,4143.114342803435,25315000
2003-02-19,4228.53955078125,4385.152126736111,4228.53955078125,4271.252071496212,49545000
2003-02-20,4306.84716796875,4313.965923618285,4185.828321926653,4185.828321926653,33430000
2003-02-21,4299.72607421875,4342.438584889797,4264.132315326211,4342.438584889797,21490000
2003-02-24,4406.50830078125,4470.577080598749,4313.964507711531,4313.964507711531,33000000
2003-02-25,4121.75732421875,4299.726120601252,4121.75732421875,4271.251113180052,47465000
2003-02-26,4043.451416015625,4157.351455903389,4022.0951585366693,4121.757693438462,32980000
2003-02-27,4036.332763671875,4064.8077743503363,3929.551473627646,3986.501494984568,37950000
2003-02-28,3979.38232421875,4086.16360304394,3972.263572297071,4036.332339592185,20490000
2003-03-03,4200.06494140625,4200.06494140625,3979.3835631289726,3979.3835631289726,25520000
2003-03-04,4057.68896484375,4114.63898540296,4022.0952019942433,4093.282727693256,25405000
2003-03-05,3929.552978515625,3979.3842662866564,3886.840446140455,3958.028000099071,33420000
2003-03-06,3929.552978515625,3972.2655108907948,3865.48417995287,3972.2655108907948,19110000
2003-03-07,4000.739501953125,4057.6895304506784,3844.126923584853,3886.8394449580182,39685000
2003-03-10,4079.046142578125,4114.6399134557705,4014.977354998364,4050.571125876009,29210000
2003-03-11,4093.283203125,4128.876970108696,3986.501902173913,4050.570682744565,51570000
2003-03-12,4128.87744140625,4150.233704034214,4079.046161941002,4093.2836703596445,50580000
2003-03-13,4128.87744140625,4150.233704034214,4022.0961282664334,4135.996195615571,53845000
2003-03-14,4221.4228515625,4313.96669147871,4171.59155314608,4257.016636145658,38295000
2003-03-17,4100.40234375,4228.5399169921875,4014.977294921875,4221.421162923177,38500000
2003-03-18,4257.015625,4292.609401128763,4178.709317516723,4264.1343802257525,42135000
2003-03-19,4214.30224609375,4285.489784034523,4185.827230917441,4214.30224609375,29355000
2003-03-20,4434.9833984375,4434.9833984375,4242.777055327047,4271.252069121188,59500000
2003-03-21,4484.81591796875,4506.172184244791,4392.272097439236,4434.984629991319,31155000
2003-03-24,4449.22265625,4513.2914625,4427.8663875,4513.2914625,41540000
2003-03-25,4356.677734375,4370.915243310866,4313.965207567402,4370.915243310866,44210000
2003-03-26,4328.20263671875,4420.74644309596,4313.965128045333,4385.1526714124175,45140000
2003-03-27,4249.8955078125,4306.845531367776,4221.420496034862,4257.01426075691,24130000
2003-03-28,4370.91552734375,4370.91552734375,4221.421673802677,4257.015448455313,33220000
2003-03-31,4043.451416015625,4271.2514957911535,4043.451416015625,4242.776485819212,46440000
2003-04-01,4043.451416015625,4043.451416015625,3901.07636615592,3958.026386099802,49730000
2003-04-02,3972.26416015625,4086.1642077592965,3950.907901230679,4057.6891958585347,60345000
2003-04-03,3972.26416015625,4093.282960734487,3972.26416015625,4071.926701808916,59235000
2003-04-04,4036.332763671875,4064.8077743503363,3872.6014522707233,3929.551473627646,53760000
2003-04-07,4257.015625,4278.371890677257,4064.8092339046825,4100.403010033445,49785000
2003-04-08,4257.015625,4292.609401128763,4143.115541387961,4157.3530518394655,40425000
2003-04-09,4079.046142578125,4185.827455211061,4071.927388402596,4157.352438508944,42470000
2003-04-10,4100.40234375,4143.1148681640625,4036.3335571289062,4079.0460815429688,54070000
2003-04-11,4057.68896484375,4185.826511101974,4050.5702122738485,4057.68896484375,39665000
2003-04-14,4064.81005859375,4185.828921984457,4036.335031913584,4036.335031913584,35175000
2003-04-15,4214.30224609375,4221.420999887828,4135.9959543589,4171.589723329286,35260000
2003-04-16,4420.74560546875,4449.220617420239,4321.083063638536,4342.439322602154,55085000
2003-04-17,4299.72607421875,4420.744854453384,4299.72607421875,4370.913592003829,34275000
2003-04-18,4484.81591796875,4484.81591796875,4313.965787760417,4420.747119140625,40785000
2003-04-21,4399.39111328125,4513.291206828985,4392.272357434516,4442.103648361651,20485000
2003-04-22,4249.8955078125,4370.914307867462,4235.658001923681,4342.439296089824,35690000
2003-04-23,4271.25146484375,4349.557741699218,4257.013959960937,4306.845227050781,23690000
2003-04-24,4200.06494140625,4299.727499337924,4157.35241657839,4257.014974510063,23805000
2003-04-25,4093.283203125,4157.351983695652,4057.689436141304,4128.876970108696,35760000
2003-04-28,4057.68896484375,4157.3515008223685,4029.2139545641444,4050.5702122738485,27240000
2003-04-29,4278.3701171875,4292.607621737209,4143.113823965266,4178.707585339538,31235000
2003-04-30,4342.44140625,4363.797675461065,4264.135085809426,4299.728867827868,32040000
2003-05-01,4342.44140625,4342.44140625,4342.44140625,4342.44140625,0
2003-05-02,4370.91552734375,4413.628056926914,4278.3717132468955,4342.440507621641,41120000
2003-05-05,4370.91552734375,4370.91552734375,4370.91552734375,4370.91552734375,0
2003-05-06,4456.33935546875,4499.051873252795,4420.745590648712,4420.745590648712,35920000
2003-05-07,4548.88427734375,4556.003032081378,4413.627937328834,4513.290503655614,49160000
2003-05-08,4548.88427734375,4548.88427734375,4548.88427734375,4548.88427734375,0
2003-05-09,4513.28857421875,4534.644829301804,4456.3385606639395,4499.051070830047,22870000
2003-05-12,4655.66650390625,4691.260284517154,4598.716454928804,4627.191479417526,36610000
2003-05-13,4499.05322265625,4655.665834837322,4477.696957358831,4655.665834837322,29390000
2003-05-14,4406.50830078125,4484.814587224859,4392.27079415514,4456.3395739726375,24465000
2003-05-15,4484.81591796875,4513.290939670139,4378.034586588541,4442.103385416666,28510000
2003-05-16,4370.91552734375,4491.934361162714,4370.91552734375,4456.340586510078,31405000
2003-05-19,4285.48974609375,4335.321022211119,4257.014731169539,4306.846007286908,31090000
2003-05-20,4363.79541015625,4370.914162864498,4207.182850574785,4214.301603283034,23500000
2003-05-21,4328.20263671875,4392.271425749126,4306.846373708625,4335.321391055459,20475000
2003-05-22,4271.25146484375,4392.270256347656,4249.895207519531,4292.607722167969,24650000
2003-05-23,4442.10302734375,4449.221782195263,4321.084194868039,4328.202949719552,21445000
2003-05-26,4513.28857421875,4534.644829301804,4392.269795414777,4442.101057275237,21220000
2003-05-27,4470.57763671875,4527.527670307524,4434.983865725767,4484.815145115944,12840000
2003-05-28,4570.23974609375,4634.308527581045,4534.645978600808,4612.95226708528,34535000
2003-05-29,4620.07080078125,4655.664566580797,4527.527009702427,4570.239528661884,34130000
2003-05-30,4612.953125,4634.309389467592,4556.003086419752,4620.071879822531,23195000
2003-06-02,4755.3291015625,4769.566613842627,4684.141540161863,4684.141540161863,33215000
2003-06-03,4605.833984375,4698.377789316074,4605.833984375,4662.7840181848915,26775000
2003-06-04,4684.1416015625,4684.1416015625,4577.360258061835,4641.429064162235,20430000
2003-06-05,4748.2099609375,4790.922494319247,4712.616183119378,4741.091205373876,27350000
2003-06-06,4748.2099609375,4748.2099609375,4748.2099609375,4748.2099609375,0
2003-06-09,4897.70263671875,4904.82139055119,4762.446313902389,4790.921329232149,38905000
2003-06-10,4897.70263671875,4940.4151597133905,4826.5150983943495,4840.75260605923,20680000
2003-06-11,4911.93994140625,5018.721244480299,4897.70243432971,4954.65246263587,27520000
2003-06-12,4983.12744140625,5011.602455357142,4947.533673967634,4983.12744140625,45395000
2003-06-13,4990.24560546875,5068.551884584522,4961.770594881196,5040.076873996968,29815000
2003-06-16,4854.98974609375,4954.652292201246,4854.98974609375,4911.939772440891,19060000
2003-06-17,5082.78955078125,5089.908303653493,4976.00825769761,5025.8395278033095,42120000
2003-06-18,5040.07666015625,5111.264183604785,5004.482898431983,5004.482898431983,19355000
2003-06-19,5267.8779296875,5339.065469277872,5082.7903267525335,5125.502850506757,48170000
2003-06-20,5182.45556640625,5267.880658160199,5182.45556640625,5196.693081698575,23375000
2003-06-23,5082.78955078125,5196.689596737133,5068.552045036765,5182.452090992648,20565000
2003-06-24,5004.48388671875,5018.721394220083,4968.890117965416,4983.12762546675,22885000
2003-06-25,5118.38525390625,5132.62276504368,4997.366409238091,5018.7226759442365,17285000
2003-06-26,5189.5703125,5232.282825360083,5018.720261059671,5018.720261059671,17265000
2003-06-27,5139.73974609375,5274.99605520148,5139.73974609375,5225.164783424948,22770000
2003-06-30,5054.31494140625,5132.621229230855,5032.958681090449,5097.027462037852,15605000
2003-07-01,5153.978515625,5161.0972704808355,5011.603418508287,5054.315947643301,13000000
2003-07-02,5282.1171875,5282.1171875,5203.810868008761,5260.760918547844,25990000
2003-07-03,5438.728515625,5566.866098453861,5396.01598801538,5438.728515625,58735000
2003-07-04,5467.20361328125,5488.55987739563,5396.016066233317,5431.609839757283,12565000
2003-07-07,5495.6796875,5517.0359557156735,5460.085907140544,5509.917199643782,14800000
2003-07-08,5673.6484375,5695.004705144292,5630.935902211418,5687.885949262861,62230000
2003-07-09,5645.17333984375,5687.885874571446,5616.698316691954,5680.767118783497,18865000
2003-07-10,5581.10205078125,5666.527082170759,5581.10205078125,5609.577061244419,25675000
2003-07-11,5609.57666015625,5609.57666015625,5481.439122233899,5524.151634874683,22460000
2003-07-14,5830.2587890625,5844.496295262897,5616.696196056548,5623.8149491567465,46710000
2003-07-15,5808.90576171875,5858.737061145259,5751.955705231312,5851.61830408433,35205000
2003-07-16,5951.2783203125,5986.872090170828,5823.140748822518,5908.565796482506,41615000
2003-07-17,5951.2783203125,5951.2783203125,5951.2783203125,5951.2783203125,0
2003-07-18,5751.95556640625,5808.905621519183,5659.411726847734,5659.411726847734,45980000
2003-07-21,5794.66455078125,5844.495818416961,5723.477025587377,5723.477025587377,23485000
2003-07-22,5865.85302734375,5865.85302734375,5759.071722234337,5766.190475908298,21290000
2003-07-23,5744.8349609375,5937.04133509526,5723.478697142194,5908.566316701518,24025000
2003-07-24,5787.54736328125,5823.141135503152,5680.766046615545,5702.122309948686,25795000
2003-07-25,5808.90576171875,5808.90576171875,5680.768134622013,5751.955705231312,15045000
2003-07-28,5951.2783203125,5972.634582227497,5872.9720266241775,5908.565796482506,20205000
2003-07-29,6029.583984375,6036.702737603306,5951.277698863637,5979.7527117768595,21905000
2003-07-30,6001.10888671875,6029.583899229871,5979.75262733541,5979.75262733541,16200000
2003-07-31,5922.80419921875,6043.823035020094,5887.21042398306,5979.754239595853,20615000
2003-08-01,6065.17919921875,6079.416709076071,5951.279120360182,5951.279120360182,25115000
2003-08-04,6001.10888671875,6065.177664868773,5979.75262733541,5979.75262733541,10235000
2003-08-05,6093.65234375,6115.008601964078,6015.346063631718,6015.346063631718,15605000
2003-08-06,5880.08984375,5993.989889149516,5851.6148324001215,5979.752383474576,24635000
2003-08-07,5837.37744140625,5872.971206292873,5759.071158655678,5865.852453315549,15665000
2003-08-08,5780.42822265625,5865.853270281712,5759.071960749884,5837.378254406558,11095000
2003-08-11,5808.90576171875,5808.90576171875,5645.174349317364,5652.2931063782935,17040000
2003-08-12,5695.001953125,5837.377001953125,5659.408190917969,5837.377001953125,19490000
2003-08-13,5872.97021484375,5880.088966619318,5751.95143465909,5780.426441761364,13830000
2003-08-14,6050.9404296875,6050.9404296875,5887.209100413603,5958.396634880514,23680000
2003-08-15,6050.9404296875,6050.9404296875,6050.9404296875,6050.9404296875,0
2003-08-18,5965.515625,6107.890699582339,5944.15936381265,6086.534438394989,19925000
2003-08-19,6122.13037109375,6193.317933548328,6122.13037109375,6157.72415232104,23975000
2003-08-20,6193.3154296875,6257.384209994612,6093.652882543104,6136.365402747845,24660000
2003-08-21,6285.8603515625,6292.979106207531,6179.079031887032,6179.079031887032,23415000
2003-08-22,6349.92919921875,6392.6417274646155,6285.860406849951,6307.216670972884,25245000
2003-08-25,6307.21533203125,6371.284110799062,6278.740319245556,6321.4528384240975,16225000
2003-08-26,6342.8076171875,6364.1638717908245,6214.67008956755,6250.263847239758,21695000
2003-08-27,6307.21533203125,6371.284110799062,6292.977825638403,6364.165357602638,20545000
2003-08-28,6236.029296875,6406.879414597603,6214.673032159675,6406.879414597603,28335000
2003-08-29,6193.3154296875,6292.977976831897,6107.890389278017,6278.740470096983,26590000
2003-09-01,6221.7919921875,6271.623278166118,6157.723195929277,6221.7919921875,16540000
2003-09-02,6129.24755859375,6278.741401486281,6115.010049746842,6264.503892639373,16285000
2003-09-03,6157.72314453125,6200.435675013548,6107.891858968569,6150.6043894508675,21495000
2003-09-04,6207.5546875,6243.148464377867,6136.3671337442665,6150.604644495413,14320000
2003-09-05,6307.21533203125,6357.046604406215,6264.502812852709,6292.977825638403,17780000
2003-09-08,6428.23681640625,6428.23681640625,6278.742936954942,6314.336717776682,18265000
2003-09-09,6577.73046875,6691.63056344697,6506.542909564394,6520.780421401516,44905000
2003-09-10,6577.73046875,6577.73046875,6577.73046875,6577.73046875,0
2003-09-11,6577.73046875,6577.73046875,6577.73046875,6577.73046875,0
2003-09-12,6577.73046875,6577.73046875,6577.73046875,6577.73046875,0
2003-09-15,6228.91064453125,6506.5420904017865,6221.791889508929,6478.067070312501,34760000
2003-09-16,6328.57275390625,6335.691508410082,6179.078909325787,6193.316418333451,22945000
2003-09-17,6399.7607421875,6456.710782162472,6357.04821220627,6406.879497184371,28225000
2003-09-18,6321.45263671875,6428.233931257918,6271.621365933805,6421.11517828864,23055000
2003-09-19,6122.13037109375,6406.880620912064,6072.2990773755455,6399.761864666606,34340000
2003-09-22,5737.71484375,6036.702465880893,5687.883573394851,6015.346207157258,42940000
2003-09-23,5659.40966796875,5730.597210962068,5538.39084488011,5695.0034394654085,58805000
2003-09-24,5766.18994140625,5801.783706476659,5680.764905237268,5751.952435378086,48340000
2003-09-25,5709.2412109375,5716.359965564604,5538.3910998870015,5566.866118395417,44665000
2003-09-26,5524.15283203125,5702.12167326937,5524.15283203125,5638.052890423647,37200000
2003-09-29,5502.7958984375,5559.7459206723,5381.777101188551,5517.0334039962,37810000
2003-09-30,5581.10205078125,5695.002092633928,5566.864545549665,5566.864545549665,42090000
2003-10-01,5695.001953125,5716.358210449219,5509.9143896484375,5524.15189453125,39630000
2003-10-02,5816.02197265625,5858.734496323248,5766.190695044752,5858.734496323248,41260000
2003-10-03,5816.02197265625,5816.02197265625,5816.02197265625,5816.02197265625,0
2003-10-06,5993.99072265625,6058.059507102695,5929.921938209805,5944.159445864571,44425000
2003-10-07,6065.17919921875,6100.772973862053,6001.110404860805,6079.416709076071,25115000
2003-10-08,6036.70458984375,6122.129654794368,5993.99205736844,6122.129654794368,32550000
2003-10-09,6100.7734375,6136.367214848308,6015.348371864061,6036.704638273046,40505000
2003-10-10,6335.69189453125,6378.404424157304,6093.654226650281,6136.366756276335,41435000
2003-10-13,6335.69189453125,6371.285669219628,6207.5543056530905,6250.266835279143,27460000
2003-10-14,6449.58984375,6492.302359271523,6392.639823054636,6399.758575641556,34375000
2003-10-15,6421.1171875,6513.661005058204,6364.167145925721,6492.30473946785,26060000
2003-10-16,6542.13720703125,6542.13720703125,6349.930782015098,6406.880833871736,37050000
2003-10-17,6435.3544921875,6634.679631326051,6399.76071734133,6535.017061756776,36790000
2003-10-20,6520.77685546875,6549.251863571233,6385.5205669819525,6385.5205669819525,28190000
2003-10-21,6577.73046875,6670.274295691288,6506.542909564394,6577.73046875,34390000
2003-10-22,6691.62890625,6705.86641456117,6513.660052360372,6620.441364694149,29480000
2003-10-23,6371.28759765625,6577.731553334497,6335.693812194483,6535.019010780376,35460000
2003-10-24,6221.7919921875,6399.760870682566,6186.198216488487,6371.285850123355,30240000
2003-10-27,6378.404296875,6378.404296875,6200.435426984514,6228.910446166992,23240000
2003-10-28,6577.73046875,6613.324248342803,6335.69276751894,6385.524058948864,32095000
2003-10-29,6648.9169921875,6748.579559522216,6641.798237377877,6705.86703066448,34570000
2003-10-30,6705.86474609375,6720.1022508625265,6634.677222249867,6691.6272413249735,20885000
2003-10-31,6691.62890625,6769.935201961436,6599.085102227394,6762.816447805851,24580000
2003-11-03,6755.697265625,6762.816019329557,6641.797206352081,6691.628482283983,18040000
2003-11-04,6819.76708984375,6898.073392545504,6748.579541933063,6834.004599425887,40790000
2003-11-05,6834.00390625,6841.122660319011,6720.103841145833,6748.578857421875,29740000
2003-11-06,6620.44140625,6841.122786458333,6606.203897849463,6834.004032258064,32325000
2003-11-07,6791.29052734375,6791.29052734375,6663.152970224057,6691.627982917322,18955000
2003-11-10,6634.68017578125,6755.699020189277,6542.136353586877,6705.867731315384,26360000
2003-11-11,6563.49169921875,6570.610453773217,6449.5916263472745,6492.3041536740775,25245000
2003-11-12,6691.62890625,6691.62890625,6513.660052360372,6549.253823138298,15265000
2003-11-13,6791.29052734375,6812.646786863699,6698.7467360906385,6805.5280336903825,26885000
2003-11-14,6677.39013671875,6812.646440127764,6677.39013671875,6748.577664828757,19070000
2003-11-17,6563.49169921875,6627.560490208954,6463.829135456209,6620.441735654487,25245000
2003-11-18,6641.798828125,6656.036339010584,6520.7799855975345,6520.7799855975345,14070000
2003-11-19,6499.42236328125,6556.372394941984,6442.472331620515,6492.303609323658,37555000
2003-11-20,6392.64208984375,6499.423416511519,6371.285824510196,6449.592130733226,32565000
2003-11-21,6492.3046875,6527.898463199013,6349.9295847039475,6371.285850123355,32800000
2003-11-24,6314.3349609375,6499.422569713572,6292.978698386415,6470.9475529787915,21840000
2003-11-25,6428.23681640625,6456.711841063642,6349.930498598422,6421.118060241902,23760000
2003-11-26,6478.068359375,6499.424628691621,6392.643282108517,6442.474577180632,18815000
2003-11-27,6485.1865234375,6506.542790803375,6413.998965551249,6478.067767648875,13295000
2003-11-28,6620.44140625,6648.916423051076,6499.422584845431,6499.422584845431,18225000
2003-12-01,6634.68017578125,6691.630220208557,6556.373864693703,6620.442664674423,17665000
2003-12-02,6670.2734375,6698.748457510673,6641.798417489328,6684.510947505337,19415000
2003-12-03,6705.86474609375,6769.933517553244,6641.795974634256,6691.6272413249735,17055000
2003-12-04,6563.49169921875,6691.629281199159,6563.49169921875,6663.15426298129,21545000
2003-12-05,6428.23681640625,6556.374427364514,6399.761791748858,6556.374427364514,28375000
2003-12-08,6406.87890625,6449.591432291666,6278.741328125,6428.2351692708335,28845000
2003-12-09,6335.69189453125,6463.82948340941,6321.454384655899,6392.641934032655,19600000
2003-12-10,6449.58984375,6449.589843749999,6207.5522557947015,6228.908513555463,52095000
2003-12-11,6442.47216796875,6570.609735950449,6442.47216796875,6449.590921745511,50760000
2003-12-12,6478.068359375,6584.849705958105,6449.593333619506,6549.255923763737,21495000
2003-12-15,6563.49169921875,6613.32298110002,6513.660417337479,6549.254190109815,22075000
2003-12-16,6463.82861328125,6520.778645116327,6392.641073487403,6421.116089404943,24525000
2003-12-17,6300.09765625,6499.4227798375705,6292.978901836158,6478.066516596045,38820000
2003-12-18,6300.09765625,6321.453919491525,6228.910112111582,6300.09765625,39130000
2003-12-19,6385.52197265625,6435.353247805184,6314.334436729201,6342.809451100021,23530000
2003-12-22,6292.97998046875,6378.405048076923,6278.742469200722,6278.742469200722,22260000
2003-12-23,6292.97998046875,6357.04878117488,6292.97998046875,6321.455003004808,22600000
2003-12-24,6250.2646484375,6357.045935142013,6200.433381308728,6335.6896778011105,29335000
2003-12-25,6250.2646484375,6250.2646484375,6250.2646484375,6250.2646484375,0
2003-12-26,6285.8603515625,6292.979106207531,6250.266578337344,6250.266578337344,21955000
2003-12-29,6264.50439453125,6300.098169500177,6236.0293745561075,6264.50439453125,18440000
2003-12-30,6421.1171875,6463.829718680709,6335.692125138581,6378.404656319291,22430000
2003-12-31,6421.1171875,6421.1171875,6421.1171875,6421.1171875,0
2004-01-01,6421.1171875,6421.1171875,6421.1171875,6421.1171875,0
2004-01-02,6392.64208984375,6449.592130733226,6357.048314287827,6421.117110288488,18940000
2004-01-05,6513.66162109375,6513.66162109375,6371.286503692793,6392.642771302937,22385000
2004-01-06,6549.2548828125,6648.917457116168,6527.898616890286,6648.917457116168,22405000
2004-01-07,6620.44140625,6677.391439852151,6577.728881048388,6599.085143649194,19970000
2004-01-08,6677.39013671875,6798.408934505763,6670.271383907749,6705.865147962752,37520000
2004-01-09,7232.65185546875,7289.60187007874,6805.526745893823,6834.001753198819,73480000
2004-01-12,7189.94189453125,7261.12943804146,7090.279333616955,7189.94189453125,33995000
2004-01-13,7161.466796875,7246.891848129971,7118.754271247515,7232.654339587475,22040000
2004-01-14,7040.44775390625,7111.63529439064,6990.616475567176,6990.616475567176,28740000
2004-01-15,7068.92333984375,7118.754622199143,6983.4982843773605,7047.567075977152,31625000
2004-01-16,7204.17919921875,7218.416707517601,7118.754149425642,7132.991657724494,27745000
2004-01-19,7417.74169921875,7460.454223398512,7218.416586379858,7246.8916024997,26945000
2004-01-20,7488.9306640625,7545.8807071352185,7332.318045612524,7417.7431102216015,20150000
2004-01-21,7488.9306640625,7488.9306640625,7488.9306640625,7488.9306640625,0
2004-01-22,7488.9306640625,7488.9306640625,7488.9306640625,7488.9306640625,0
2004-01-23,7488.9306640625,7488.9306640625,7488.9306640625,7488.9306640625,0
2004-01-26,7759.44287109375,7901.817969645928,7617.067772541571,7716.730341528096,73785000
2004-01-27,7617.06787109375,7887.580561842874,7545.880320896612,7887.580561842874,34810000
2004-01-28,7659.779296875,7802.154376742566,7574.354248954461,7659.779296875,29185000
2004-01-29,7588.59423828125,7702.494339418679,7517.406675070356,7702.494339418679,23660000
2004-01-30,7460.4541015625,7602.829179836593,7417.741578080271,7588.591672009184,21515000
2004-02-02,7545.87890625,7545.878906249999,7403.50383254717,7460.453862028301,12645000
2004-02-03,7360.7900390625,7460.452573440522,7318.077524329062,7332.315029240208,22930000
2004-02-04,7246.89501953125,7360.795137716417,7246.89501953125,7318.082593396979,18560000
2004-02-05,7289.6044921875,7332.317018508911,7161.466913223267,7189.941930770874,18245000
2004-02-06,7503.16748046875,7617.067556073589,7318.079857610887,7346.5548765120975,34875000
2004-02-09,7730.966796875,7773.67932061464,7617.066733569291,7631.304241482504,22635000
2004-02-10,7773.677734375,7830.627754407052,7659.7776943108975,7787.915239383013,20570000
2004-02-11,7887.58251953125,7958.770087397055,7802.157438092283,7830.632465238605,30435000
2004-02-12,7816.390625,7973.003187613844,7773.678107923498,7973.003187613844,28550000
2004-02-13,7901.81884765625,7901.81884765625,7716.73119897241,7759.443733284065,16760000
2004-02-16,8015.7197265625,8058.432265069938,7844.869572532749,7901.819623875999,31250000
2004-02-17,7973.00439453125,8129.6169808524,7916.054363141741,7987.241902378628,18220000
2004-02-18,7816.390625,8086.903233151184,7816.390625,8015.715704690347,18650000
2004-02-19,7901.81884765625,7901.81884765625,7759.443733284065,7844.868801907376,18885000
2004-02-20,7816.390625,7887.578153460839,7745.203096539162,7787.915613615665,18165000
2004-02-23,7787.9189453125,7859.106504227605,7674.018851048332,7759.443921746458,19085000
2004-02-24,7560.11767578125,7745.205302495291,7531.642656286782,7688.255263506356,30425000
2004-02-25,7474.6943359375,7531.644388020833,7431.981796874999,7517.406875,24540000
2004-02-26,7488.9306640625,7574.355728671578,7446.218131757961,7503.168174830679,17225000
2004-02-27,7759.44287109375,7759.44287109375,7403.505124713302,7403.505124713302,20965000
2004-03-01,7759.44287109375,7759.44287109375,7759.44287109375,7759.44287109375,0
2004-03-02,7887.58251953125,7944.5325738238935,7816.394951665444,7901.820033104411,24930000
2004-03-03,7887.58251953125,7958.770087397055,7859.107492384927,7901.820033104411,17960000
2004-03-04,8101.14111328125,8101.141113281251,7859.103505327329,7887.578518027791,21405000
2004-03-05,8029.95166015625,8129.614180761027,8029.95166015625,8129.614180761027,21440000
2004-03-08,7816.390625,8015.715704690347,7787.915613615665,7987.240693306011,20235000
2004-03-09,7674.017578125,7759.442634653293,7617.067540439471,7688.255087546382,17675000
2004-03-10,7560.11767578125,7716.730283000824,7545.880166034016,7659.780244011888,22620000
2004-03-11,7588.59423828125,7702.494339418679,7517.406675070356,7531.644187712534,46135000
2004-03-12,7460.4541015625,7588.591672009184,7218.416468496541,7545.879148526956,46065000
2004-03-15,7474.6943359375,7588.594440104166,7474.694335937499,7574.356927083333,18220000
2004-03-16,7517.40234375,7517.40234375,7318.077281605113,7360.789794921875,19705000
2004-03-17,7759.44287109375,7787.917890804185,7574.3552429759175,7602.830262686352,21170000
2004-03-18,7745.205078125,7802.155115464155,7645.54251278148,7802.155115464155,22035000
2004-03-19,7901.81884765625,7901.81884765625,7688.256176097973,7702.493687535191,17055000
2004-03-22,7745.205078125,7887.580171472886,7702.492550120634,7830.630134133731,20000000
2004-03-23,7702.4912109375,7745.203731515711,7574.353649202865,7617.0661697810765,19105000
2004-03-24,7716.7294921875,7759.442017052006,7617.066934170318,7688.254475611162,21040000
2004-03-25,7617.06787109375,7787.917991566881,7560.117830936039,7759.442971488025,23440000
2004-03-26,7759.44287109375,7887.580459790711,7730.967851383314,7787.917890804185,42705000
2004-03-29,7901.81884765625,7987.243916279561,7802.156267595721,7816.393779032939,24570000
2004-03-30,7973.00439453125,8044.191933768137,7930.291870989119,8001.479410226005,20140000
2004-03-31,8143.85595703125,8143.85595703125,8015.718363301738,8086.905915373689,29890000
2004-04-01,8186.56640625,8186.56640625,8086.903858695652,8115.378872282608,19785000
2004-04-02,8044.19189453125,8243.51700342229,8044.19189453125,8229.279495644358,20525000
2004-04-05,8044.19189453125,8044.19189453125,8044.19189453125,8044.19189453125,0
2004-04-06,8471.3193359375,8471.3193359375,8286.231686580883,8314.706709558825,41690000
2004-04-07,8542.5029296875,8642.165463867188,8414.365385742187,8471.315405273437,27205000
2004-04-08,8613.6943359375,8613.6943359375,8499.79424554494,8613.6943359375,21400000
2004-04-09,8471.3193359375,8542.506893382353,8400.131778492647,8528.269381893382,16065000
2004-04-12,8684.8828125,8741.832863729507,8457.082607581966,8471.320120389344,21795000
2004-04-13,8770.302734375,8855.727761008522,8713.352716619318,8756.065229936079,30255000
2004-04-14,8756.06640625,8770.303912601627,8656.403861788618,8770.303912601627,40205000
2004-04-15,8756.06640625,8756.06640625,8756.06640625,8756.06640625,0
2004-04-16,8457.0791015625,8684.879212042299,8428.604087752525,8684.879212042299,55345000
2004-04-19,8528.265625,8528.265625,8414.365583263772,8471.315604131887,38710000
2004-04-20,8756.06640625,8756.06640625,8528.266304623985,8642.166355436992,34160000
2004-04-21,8898.4453125,8926.9203375,8656.4076,8727.5951625,43295000
2004-04-22,8827.25390625,8983.866475554436,8784.54138734879,8898.441437752017,36920000
2004-04-23,9069.2919921875,9069.2919921875,8855.729386406005,8898.441907562303,36010000
2004-04-26,8912.6787109375,9083.528782073681,8912.6787109375,9069.291276145666,28090000
2004-04-27,8798.7822265625,8955.394855190636,8756.0696914821,8912.682320110234,35100000
2004-04-28,8570.9794921875,8813.017119043292,8556.741984725393,8798.779611581187,39765000
2004-04-29,8200.8046875,8400.129801432291,8143.854654947917,8328.942260742188,60840000
2004-04-30,7930.29150390625,8129.616604543033,7816.391446399518,7973.004025471275,69125000
2004-05-03,7916.05615234375,7987.243707670583,7773.681041690085,7930.293663409117,38245000
